"Date","Result","WhiteElo","BlackElo","NMoves","game_id","Player","Name"
"2021.06.29","1/2-1/2",2774,2836,37,16067850,"BlackPlayerName","Ding Liren"
"2021.06.29","0-1",2731,2757,31,16067854,"WhitePlayerName","Anish Giri"
"2021.06.29","0-1",2731,2757,31,16067854,"BlackPlayerName","Vladislav Artemiev"
"2021.06.29","1/2-1/2",2778,2289,41,16067860,"WhitePlayerName","Levon Aronian"
"2021.06.29","1/2-1/2",2778,2289,41,16067860,"BlackPlayerName","Arjun Erigaisi"
"2021.06.29","Jan-00",2741,2881,46,16067876,"WhitePlayerName","Wesley So"
"2021.06.29","Jan-00",2741,2881,46,16067876,"BlackPlayerName","Magnus Carlsen"
"2021.06.29","1/2-1/2",2741,2881,68,16067880,"WhitePlayerName","Wesley So"
"2021.06.29","1/2-1/2",2741,2881,68,16067880,"BlackPlayerName","Magnus Carlsen"
"2021.06.29","0-1",2699,2599,37,16067888,"WhitePlayerName","Kirill Alexeyevich Alekseenko"
"2021.06.29","0-1",2699,2599,37,16067888,"BlackPlayerName","Andreas Heimann"
"2021.06.29","0-1",2701,2639,32,16067904,"WhitePlayerName","Jorden van Foreest"
"2021.06.29","0-1",2701,2639,32,16067904,"BlackPlayerName","Christian Bauer"
"2021.06.29","Jan-00",2640,2530,44,16067914,"WhitePlayerName","Alexey Vasilyevich Sarana"
"2021.06.29","Jan-00",2640,2530,44,16067914,"BlackPlayerName","Ilia Iljiushenok"
"2021.06.29","1/2-1/2",2502,2647,24,16067930,"WhitePlayerName","Volodar Murzin"
"2021.06.29","1/2-1/2",2502,2647,24,16067930,"BlackPlayerName","Aleksey Dreev"
"2021.06.29","Jan-00",2677,2261,32,16067932,"WhitePlayerName","Gawain Christopher Bernard Jones"
"2021.06.29","Jan-00",2677,2261,32,16067932,"BlackPlayerName","Mickael Hutois"
"2021.06.29","Jan-00",2654,2620,31,16067946,"WhitePlayerName","Rauf Mamedov"
"2021.06.29","Jan-00",2654,2620,31,16067946,"BlackPlayerName","Loek van Wely"
"2021.06.29","1/2-1/2",2688,2596,41,16067954,"WhitePlayerName","Maxim Sergeevich Matlakov"
"2021.06.29","1/2-1/2",2688,2596,41,16067954,"BlackPlayerName","Mikhail Kobalia"
"2021.06.29","Jan-00",2651,2465,34,16067964,"WhitePlayerName","Aleksandr Rakhmanov"
"2021.06.29","Jan-00",2651,2465,34,16067964,"BlackPlayerName","Bogdan Belyakov"
"2021.06.29","Jan-00",2757,2731,36,16067984,"WhitePlayerName","Vladislav Artemiev"
"2021.06.29","Jan-00",2757,2731,36,16067984,"BlackPlayerName","Anish Giri"
"2021.06.29","Jan-00",2649,2259,33,16068002,"WhitePlayerName","Arkadij Naiditsch"
"2021.06.29","Jan-00",2649,2259,33,16068002,"BlackPlayerName","Joachim Iglesias"
"2021.06.29","Jan-00",2670,2412,36,16068080,"WhitePlayerName","Nils Grandelius"
"2021.06.29","Jan-00",2670,2412,36,16068080,"BlackPlayerName","Peio Duboue"
"2021.06.29","1/2-1/2",2836,2774,44,16068098,"WhitePlayerName","Ding Liren"
"2021.06.29","1/2-1/2",2836,2774,44,16068098,"BlackPlayerName","Jan-Krzysztof Duda"
"2021.06.29","1/2-1/2",2669,2654,29,16068102,"WhitePlayerName","Matthias Bluebaum"
"2021.06.29","1/2-1/2",2669,2654,29,16068102,"BlackPlayerName","Grigoriy Oparin"
"2021.06.29","Jan-00",2881,2741,47,16068106,"WhitePlayerName","Magnus Carlsen"
"2021.06.29","Jan-00",2881,2741,47,16068106,"BlackPlayerName","Wesley So"
"2021.06.29","1/2-1/2",2836,2774,87,16068112,"WhitePlayerName","Ding Liren"
"2021.06.29","1/2-1/2",2836,2774,87,16068112,"BlackPlayerName","Jan-Krzysztof Duda"
"2021.06.30","0-1",2649,2494,28,16068522,"WhitePlayerName","Arkadij Naiditsch"
"2021.06.30","0-1",2649,2494,28,16068522,"BlackPlayerName","Christophe Sochacki"
"2021.06.30","0-1",2731,2757,21,16068524,"WhitePlayerName","Anish Giri"
"2021.06.30","0-1",2731,2757,21,16068524,"BlackPlayerName","Vladislav Artemiev"
"2021.06.30","1/2-1/2",2627,2596,19,16068536,"WhitePlayerName","Pavel Ponkratov"
"2021.06.30","1/2-1/2",2627,2596,19,16068536,"BlackPlayerName","Mikhail Al Antipov"
"2021.06.30","1/2-1/2",2881,2741,29,16068538,"WhitePlayerName","Magnus Carlsen"
"2021.06.30","1/2-1/2",2881,2741,29,16068538,"BlackPlayerName","Wesley So"
"2021.06.30","0-1",2836,2774,45,16068546,"WhitePlayerName","Ding Liren"
"2021.06.30","0-1",2836,2774,45,16068546,"BlackPlayerName","Jan-Krzysztof Duda"
"2021.06.30","1/2-1/2",2289,2778,77,16068558,"WhitePlayerName","Arjun Erigaisi"
"2021.06.30","1/2-1/2",2289,2778,77,16068558,"BlackPlayerName","Levon Aronian"
"2021.06.30","1/2-1/2",2778,2289,44,16068560,"WhitePlayerName","Levon Aronian"
"2021.06.30","1/2-1/2",2778,2289,44,16068560,"BlackPlayerName","Arjun Erigaisi"
"2021.06.30","0-1",2741,2881,85,16068562,"WhitePlayerName","Wesley So"
"2021.06.30","0-1",2741,2881,85,16068562,"BlackPlayerName","Magnus Carlsen"
"2021.06.30","0-1",2774,2836,51,16068566,"WhitePlayerName","Jan-Krzysztof Duda"
"2021.06.30","0-1",2774,2836,51,16068566,"BlackPlayerName","Ding Liren"
"2021.06.30","1/2-1/2",2757,2731,63,16068568,"WhitePlayerName","Vladislav Artemiev"
"2021.06.30","1/2-1/2",2757,2731,63,16068568,"BlackPlayerName","Anish Giri"
"2021.06.30","Jan-00",2741,2881,57,16068570,"WhitePlayerName","Wesley So"
"2021.06.30","Jan-00",2741,2881,57,16068570,"BlackPlayerName","Magnus Carlsen"
"2021.06.30","1/2-1/2",2670,2760,16,16068576,"WhitePlayerName","Nils Grandelius"
"2021.06.30","1/2-1/2",2670,2760,16,16068576,"BlackPlayerName","Maxime Vachier-Lagrave"
"2021.06.30","1/2-1/2",2731,2757,36,16068580,"WhitePlayerName","Anish Giri"
"2021.06.30","1/2-1/2",2731,2757,36,16068580,"BlackPlayerName","Vladislav Artemiev"
"2021.06.30","1/2-1/2",2289,2778,58,16068586,"WhitePlayerName","Arjun Erigaisi"
"2021.06.30","1/2-1/2",2289,2778,58,16068586,"BlackPlayerName","Levon Aronian"
"2021.06.30","0-1",2774,2836,23,16068590,"WhitePlayerName","Jan-Krzysztof Duda"
"2021.06.30","0-1",2774,2836,23,16068590,"BlackPlayerName","Ding Liren"
"2021.06.30","1/2-1/2",2778,2289,46,16068596,"WhitePlayerName","Levon Aronian"
"2021.06.30","1/2-1/2",2778,2289,46,16068596,"BlackPlayerName","Arjun Erigaisi"
"2021.06.30","Jan-00",2739,2609,63,16068616,"WhitePlayerName","Levon Aronian"
"2021.06.30","Jan-00",2739,2609,63,16068616,"BlackPlayerName","Arjun Erigaisi"
"2021.06.30","Jan-00",2836,2774,64,16068624,"WhitePlayerName","Ding Liren"
"2021.06.30","Jan-00",2836,2774,64,16068624,"BlackPlayerName","Jan-Krzysztof Duda"
"2021.06.30","Jan-00",2886,2816,49,16068626,"WhitePlayerName","Magnus Carlsen"
"2021.06.30","Jan-00",2886,2816,49,16068626,"BlackPlayerName","Wesley So"
"2021.06.30","0-1",2881,2741,71,16068632,"WhitePlayerName","Magnus Carlsen"
"2021.06.30","0-1",2881,2741,71,16068632,"BlackPlayerName","Wesley So"
"2021.06.30","1/2-1/2",2654,2735,46,16068642,"WhitePlayerName","Grigoriy Alekseyevich Oparin"
"2021.06.30","1/2-1/2",2654,2735,46,16068642,"BlackPlayerName","Veselin Topalov"
"2021.06.30","Jan-00",2647,2506,28,16068648,"WhitePlayerName","Aleksey Sergeyevich Dreev"
"2021.06.30","Jan-00",2647,2506,28,16068648,"BlackPlayerName","Vladimir Zakhartsov"
"2021.06.30","1/2-1/2",2610,2786,22,16068654,"WhitePlayerName","Ju Wenjun"
"2021.06.30","1/2-1/2",2610,2786,22,16068654,"BlackPlayerName","Leinier Dominguez Perez"
"2021.06.30","1/2-1/2",2677,2600,52,16068658,"WhitePlayerName","Gawain Christopher Bernard Jones"
"2021.06.30","1/2-1/2",2677,2600,52,16068658,"BlackPlayerName","Yannick Gozzoli"
"2021.06.30","0-1",2610,2786,36,16068660,"WhitePlayerName","Ju Wenjun"
"2021.06.30","0-1",2610,2786,36,16068660,"BlackPlayerName","Leinier Dominguez Perez"
"2021.06.30","1/2-1/2",2605,2596,40,16068668,"WhitePlayerName","Evgeny Alekseev"
"2021.06.30","1/2-1/2",2605,2596,40,16068668,"BlackPlayerName","Aleksandra Goryachkina"
"2021.06.30","1/2-1/2",2816,2886,68,16068672,"WhitePlayerName","Wesley So"
"2021.06.30","1/2-1/2",2816,2886,68,16068672,"BlackPlayerName","Magnus Carlsen"
"2021.06.30","1/2-1/2",2609,2739,75,16068704,"WhitePlayerName","Arjun Erigaisi"
"2021.06.30","1/2-1/2",2609,2739,75,16068704,"BlackPlayerName","Levon Aronian"
"2021.06.30","Jan-00",2678,2131,46,16068718,"WhitePlayerName","Etienne Bacrot"
"2021.06.30","Jan-00",2678,2131,46,16068718,"BlackPlayerName","Stephane Saatdjian"
"2021.06.30","1/2-1/2",2683,2514,41,16068728,"WhitePlayerName","Alexandr Predke"
"2021.06.30","1/2-1/2",2683,2514,41,16068728,"BlackPlayerName","Sergei Lobanov"
"2021.06.30","Jan-00",2629,2595,46,16068742,"WhitePlayerName","David Paravyan"
"2021.06.30","Jan-00",2629,2595,46,16068742,"BlackPlayerName","Artyom Timofeev"
"2021.06.30","1/2-1/2",2699,2598,71,16068816,"WhitePlayerName","Kirill Alexeyevich Alekseenko"
"2021.06.30","1/2-1/2",2699,2598,71,16068816,"BlackPlayerName","Romain Edouard"
"2021.06.30","1/2-1/2",2648,2506,69,16068818,"WhitePlayerName","Maxime Lagarde"
"2021.06.30","1/2-1/2",2648,2506,69,16068818,"BlackPlayerName","Manuel Apicella"
"2021.07.01","1/2-1/2",2452,2514,47,16069258,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","1/2-1/2",2452,2514,47,16069258,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,20,16069270,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,20,16069270,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,38,16069286,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,38,16069286,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","1/2-1/2",2452,2514,84,16069308,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","1/2-1/2",2452,2514,84,16069308,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,61,16069324,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,61,16069324,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,61,16069356,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,61,16069356,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","1/2-1/2",2598,2305,125,16069364,"WhitePlayerName","Romain Edouard"
"2021.07.01","1/2-1/2",2598,2305,125,16069364,"BlackPlayerName","Jorge Alberto Ramirez Garcia"
"2021.07.01","0-1",2452,2514,31,16069380,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,31,16069380,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,57,16069382,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,57,16069382,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,31,16069422,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,31,16069422,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","1/2-1/2",2680,2701,15,16069544,"WhitePlayerName","Markus Ragger"
"2021.07.01","1/2-1/2",2680,2701,15,16069544,"BlackPlayerName","Jorden van Foreest"
"2021.07.01","Jan-00",2836,2757,41,16069548,"WhitePlayerName","Ding Liren"
"2021.07.01","Jan-00",2836,2757,41,16069548,"BlackPlayerName","Vladislav Artemiev"
"2021.07.01","Jan-00",2778,2881,48,16069558,"WhitePlayerName","Levon Aronian"
"2021.07.01","Jan-00",2778,2881,48,16069558,"BlackPlayerName","Magnus Carlsen"
"2021.07.01","Jan-00",2422,2608,37,16069568,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","Jan-00",2422,2608,37,16069568,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2422,2608,36,16069572,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","Jan-00",2422,2608,36,16069572,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","1/2-1/2",2678,2480,27,16069586,"WhitePlayerName","Etienne Bacrot"
"2021.07.01","1/2-1/2",2678,2480,27,16069586,"BlackPlayerName","Axel Delorme"
"2021.07.01","1/2-1/2",2757,2836,79,16069594,"WhitePlayerName","Vladislav Artemiev"
"2021.07.01","1/2-1/2",2757,2836,79,16069594,"BlackPlayerName","Ding Liren"
"2021.07.01","Jan-00",2669,2494,15,16069604,"WhitePlayerName","Matthias Bluebaum"
"2021.07.01","Jan-00",2669,2494,15,16069604,"BlackPlayerName","Christophe Sochacki"
"2021.07.01","1/2-1/2",2620,2649,33,16069606,"WhitePlayerName","Loek van Wely"
"2021.07.01","1/2-1/2",2620,2649,33,16069606,"BlackPlayerName","Arkadij Naiditsch"
"2021.07.01","0-1",2422,2608,24,16069610,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","0-1",2422,2608,24,16069610,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2881,2778,64,16069622,"WhitePlayerName","Magnus Carlsen"
"2021.07.01","Jan-00",2881,2778,64,16069622,"BlackPlayerName","Levon Aronian"
"2021.07.01","1/2-1/2",2422,2608,51,16069624,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","1/2-1/2",2422,2608,51,16069624,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","1/2-1/2",2778,2881,28,16069636,"WhitePlayerName","Levon Aronian"
"2021.07.01","1/2-1/2",2778,2881,28,16069636,"BlackPlayerName","Magnus Carlsen"
"2021.07.01","1/2-1/2",2422,2608,62,16069644,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","1/2-1/2",2422,2608,62,16069644,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2881,2778,66,16069650,"WhitePlayerName","Magnus Carlsen"
"2021.07.01","Jan-00",2881,2778,66,16069650,"BlackPlayerName","Levon Aronian"
"2021.07.01","1/2-1/2",2422,2608,76,16069660,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","1/2-1/2",2422,2608,76,16069660,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2422,2608,69,16069670,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","Jan-00",2422,2608,69,16069670,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2422,2608,32,16069674,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","Jan-00",2422,2608,32,16069674,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2422,2608,32,16069676,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","Jan-00",2422,2608,32,16069676,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","Jan-00",2654,2261,51,16069678,"WhitePlayerName","Grigoriy Alekseyevich Oparin"
"2021.07.01","Jan-00",2654,2261,51,16069678,"BlackPlayerName","Mickael Hutois"
"2021.07.01","0-1",2757,2836,50,16069698,"WhitePlayerName","Vladislav Artemiev"
"2021.07.01","0-1",2757,2836,50,16069698,"BlackPlayerName","Ding Liren"
"2021.07.01","Jan-00",2452,2514,64,16069710,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","Jan-00",2452,2514,64,16069710,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","1/2-1/2",2452,2514,39,16069718,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","1/2-1/2",2452,2514,39,16069718,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,64,16069724,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,64,16069724,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","0-1",2452,2514,29,16069730,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,29,16069730,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","Jan-00",2422,2608,43,16069750,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","Jan-00",2422,2608,43,16069750,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","0-1",2452,2514,44,16069772,"WhitePlayerName","Paulius Pultinevicius"
"2021.07.01","0-1",2452,2514,44,16069772,"BlackPlayerName","Raunak Sadhwani"
"2021.07.01","1/2-1/2",2654,2456,100,16069776,"WhitePlayerName","Rauf Mamedov"
"2021.07.01","1/2-1/2",2654,2456,100,16069776,"BlackPlayerName","Vladimir Hamitevici"
"2021.07.01","1/2-1/2",2422,2608,38,16069782,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","1/2-1/2",2422,2608,38,16069782,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","0-1",2422,2608,33,16069784,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","0-1",2422,2608,33,16069784,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","0-1",2422,2608,50,16069788,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","0-1",2422,2608,50,16069788,"BlackPlayerName","Kateryna Lagno"
"2021.07.01","1/2-1/2",2422,2608,42,16069790,"WhitePlayerName","Harika Dronavalli"
"2021.07.01","1/2-1/2",2422,2608,42,16069790,"BlackPlayerName","Kateryna Lagno"
"2021.07.02","Jan-00",2556,2284,23,16068938,"WhitePlayerName","Vahap Sanal"
"2021.07.02","Jan-00",2556,2284,23,16068938,"BlackPlayerName","Ivan Sredojevic"
"2021.07.02","Jan-00",2567,2289,35,16068986,"WhitePlayerName","Arjun Erigaisi"
"2021.07.02","Jan-00",2567,2289,35,16068986,"BlackPlayerName","David Sarenac"
"2021.07.02","0-1",2629,2627,34,16069000,"WhitePlayerName","David Paravyan"
"2021.07.02","0-1",2629,2627,34,16069000,"BlackPlayerName","Pavel Ponkratov"
"2021.07.02","Jan-00",2683,2605,27,16069008,"WhitePlayerName","Alexandr Predke"
"2021.07.02","Jan-00",2683,2605,27,16069008,"BlackPlayerName","Evgeny Alekseev"
"2021.07.02","Jan-00",2688,2510,53,16069028,"WhitePlayerName","Maxim Sergeevich Matlakov"
"2021.07.02","Jan-00",2688,2510,53,16069028,"BlackPlayerName","Alexandr Triapishko"
"2021.07.02","Jan-00",2651,2596,47,16069030,"WhitePlayerName","Aleksandr Rakhmanov"
"2021.07.02","Jan-00",2651,2596,47,16069030,"BlackPlayerName","Mikhail Al Antipov"
"2021.07.02","Jan-00",2630,2314,40,16069060,"WhitePlayerName","Alan Pichot"
"2021.07.02","Jan-00",2630,2314,40,16069060,"BlackPlayerName","Vladimir Dimitrov"
"2021.07.02","1/2-1/2",2502,2599,40,16069074,"WhitePlayerName","Volodar Murzin"
"2021.07.02","1/2-1/2",2502,2599,40,16069074,"BlackPlayerName","Evgeny Romanov"
"2021.07.02","1/2-1/2",2564,2285,60,16069120,"WhitePlayerName","Denis Kadric"
"2021.07.02","1/2-1/2",2564,2285,60,16069120,"BlackPlayerName","Josefine Heinemann"
"2021.07.02","1/2-1/2",2649,2459,83,16069134,"WhitePlayerName","Arkadij Naiditsch"
"2021.07.02","1/2-1/2",2649,2459,83,16069134,"BlackPlayerName","Quentin Loiseau"
"2021.07.02","Jan-00",2670,2294,72,16069140,"WhitePlayerName","Nils Grandelius"
"2021.07.02","Jan-00",2670,2294,72,16069140,"BlackPlayerName","James Eden"
"2021.07.02","Jan-00",2607,2308,60,16069164,"WhitePlayerName","Aleksandar Indjic"
"2021.07.02","Jan-00",2607,2308,60,16069164,"BlackPlayerName","Adela Velikic"
"2021.07.02","Jan-00",2643,2318,75,16069168,"WhitePlayerName","Igor Kovalenko"
"2021.07.02","Jan-00",2643,2318,75,16069168,"BlackPlayerName","Aron Pasti"
"2021.07.02","1/2-1/2",2632,2316,59,16069198,"WhitePlayerName","Robert Hovhannisyan"
"2021.07.02","1/2-1/2",2632,2316,59,16069198,"BlackPlayerName","Armen Ar Barseghyan"
"2021.07.02","Jan-00",2601,2530,35,16069282,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,35,16069282,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2601,2530,28,16069298,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,28,16069298,"BlackPlayerName","Lei Tingjie"
"2021.07.02","1/2-1/2",2601,2530,57,16069310,"WhitePlayerName","Hou Yifan"
"2021.07.02","1/2-1/2",2601,2530,57,16069310,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2601,2530,29,16069314,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,29,16069314,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2836,2757,36,16069316,"WhitePlayerName","Ding Liren"
"2021.07.02","Jan-00",2836,2757,36,16069316,"BlackPlayerName","Vladislav Artemiev"
"2021.07.02","0-1",2881,2778,92,16069320,"WhitePlayerName","Magnus Carlsen"
"2021.07.02","0-1",2881,2778,92,16069320,"BlackPlayerName","Levon Aronian"
"2021.07.02","1/2-1/2",2836,2757,85,16069330,"WhitePlayerName","Ding Liren"
"2021.07.02","1/2-1/2",2836,2757,85,16069330,"BlackPlayerName","Vladislav Artemiev"
"2021.07.02","Jan-00",2669,2620,29,16069336,"WhitePlayerName","Matthias Bluebaum"
"2021.07.02","Jan-00",2669,2620,29,16069336,"BlackPlayerName","Loek van Wely"
"2021.07.02","0-1",2601,2530,44,16069346,"WhitePlayerName","Hou Yifan"
"2021.07.02","0-1",2601,2530,44,16069346,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2601,2530,45,16069348,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,45,16069348,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2601,2530,50,16069350,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,50,16069350,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2699,2572,36,16069358,"WhitePlayerName","Kirill Alexeyevich Alekseenko"
"2021.07.02","Jan-00",2699,2572,36,16069358,"BlackPlayerName","Alvar Alonso Rosell"
"2021.07.02","Jan-00",2601,2530,57,16069362,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,57,16069362,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2757,2836,76,16069370,"WhitePlayerName","Vladislav Artemiev"
"2021.07.02","Jan-00",2757,2836,76,16069370,"BlackPlayerName","Ding Liren"
"2021.07.02","Jan-00",2601,2530,50,16069376,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,50,16069376,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2648,2343,28,16069384,"WhitePlayerName","Maxime Lagarde"
"2021.07.02","Jan-00",2648,2343,28,16069384,"BlackPlayerName","Floryan Eugene"
"2021.07.02","Jan-00",2601,2530,53,16069390,"WhitePlayerName","Hou Yifan"
"2021.07.02","Jan-00",2601,2530,53,16069390,"BlackPlayerName","Lei Tingjie"
"2021.07.02","Jan-00",2739,2886,63,16069406,"WhitePlayerName","Levon Aronian"
"2021.07.02","Jan-00",2739,2886,63,16069406,"BlackPlayerName","Magnus Carlsen"
"2021.07.02","Jan-00",2701,2599,32,16069410,"WhitePlayerName","Jorden van Foreest"
"2021.07.02","Jan-00",2701,2599,32,16069410,"BlackPlayerName","Andreas Heimann"
"2021.07.02","Jan-00",2673,2477,31,16069418,"WhitePlayerName","David Anton Guijarro"
"2021.07.02","Jan-00",2673,2477,31,16069418,"BlackPlayerName","Jonathan Dourerassou"
"2021.07.02","0-1",2601,2530,33,16069432,"WhitePlayerName","Hou Yifan"
"2021.07.02","0-1",2601,2530,33,16069432,"BlackPlayerName","Lei Tingjie"
"2021.07.02","1/2-1/2",2788,2783,48,16069434,"WhitePlayerName","Ding Liren"
"2021.07.02","1/2-1/2",2788,2783,48,16069434,"BlackPlayerName","Vladislav Artemiev"
"2021.07.02","1/2-1/2",2881,2778,127,16069444,"WhitePlayerName","Magnus Carlsen"
"2021.07.02","1/2-1/2",2881,2778,127,16069444,"BlackPlayerName","Levon Aronian"
"2021.07.02","Jan-00",2640,2596,29,16069460,"WhitePlayerName","Alexey Vasilyevich Sarana"
"2021.07.02","Jan-00",2640,2596,29,16069460,"BlackPlayerName","Mikhail Kobalia"
"2021.07.02","Jan-00",2757,2836,70,16069462,"WhitePlayerName","Vladislav Artemiev"
"2021.07.02","Jan-00",2757,2836,70,16069462,"BlackPlayerName","Ding Liren"
"2021.07.02","Jan-00",2783,2788,61,16069470,"WhitePlayerName","Vladislav Artemiev"
"2021.07.02","Jan-00",2783,2788,61,16069470,"BlackPlayerName","Ding Liren"
"2021.07.02","Jan-00",2778,2881,34,16069496,"WhitePlayerName","Levon Aronian"
"2021.07.02","Jan-00",2778,2881,34,16069496,"BlackPlayerName","Magnus Carlsen"
"2021.07.02","1/2-1/2",2778,2881,68,16069514,"WhitePlayerName","Levon Aronian"
"2021.07.02","1/2-1/2",2778,2881,68,16069514,"BlackPlayerName","Magnus Carlsen"
"2021.07.02","0-1",2886,2739,39,16069516,"WhitePlayerName","Magnus Carlsen"
"2021.07.02","0-1",2886,2739,39,16069516,"BlackPlayerName","Levon Aronian"
"2021.07.03","Jan-00",2605,2403,30,16068904,"WhitePlayerName","Kirill Shevchenko"
"2021.07.03","Jan-00",2605,2403,30,16068904,"BlackPlayerName","Jakub Fus"
"2021.07.03","Jan-00",2643,2413,38,16068922,"WhitePlayerName","Samvel Ter-Sahakyan"
"2021.07.03","Jan-00",2643,2413,38,16068922,"BlackPlayerName","Uurtsaikh Agibileg"
"2021.07.03","Jan-00",2632,2411,55,16068930,"WhitePlayerName","Manuel Petrosyan"
"2021.07.03","Jan-00",2632,2411,55,16068930,"BlackPlayerName","Piotr Nguyen"
"2021.07.03","1/2-1/2",2778,2757,24,16068934,"WhitePlayerName","Levon Aronian"
"2021.07.03","1/2-1/2",2778,2757,24,16068934,"BlackPlayerName","Vladislav Artemiev"
"2021.07.03","1/2-1/2",2757,2778,58,16068956,"WhitePlayerName","Vladislav Artemiev"
"2021.07.03","1/2-1/2",2757,2778,58,16068956,"BlackPlayerName","Levon Aronian"
"2021.07.03","Jan-00",2778,2757,25,16068964,"WhitePlayerName","Levon Aronian"
"2021.07.03","Jan-00",2778,2757,25,16068964,"BlackPlayerName","Vladislav Artemiev"
"2021.07.03","1/2-1/2",2836,2881,62,16068972,"WhitePlayerName","Ding Liren"
"2021.07.03","1/2-1/2",2836,2881,62,16068972,"BlackPlayerName","Magnus Carlsen"
"2021.07.03","1/2-1/2",2881,2836,39,16068982,"WhitePlayerName","Magnus Carlsen"
"2021.07.03","1/2-1/2",2881,2836,39,16068982,"BlackPlayerName","Ding Liren"
"2021.07.03","Jan-00",2881,2836,32,16069010,"WhitePlayerName","Magnus Carlsen"
"2021.07.03","Jan-00",2881,2836,32,16069010,"BlackPlayerName","Ding Liren"
"2021.07.03","Jan-00",2535,2369,55,16069012,"WhitePlayerName","Max Warmerdam"
